section,table,task,time_wasted,complexity,query,another_query,additional_query
9.8 Рекурсивные CTE,"DROP TABLE IF EXISTS Routes; CREATE TABLE Routes (     source_city      VARCHAR(40),     destination_city VARCHAR(40)  );  TRUNCATE Routes; INSERT INTO Routes VALUES ('Groningen', 'Heerenveen'),        ('Groningen', 'Harlingen'),        ('Harlingen', 'Wieringerwerf'),        ('Wieringerwerf', 'Hoorn'),        ('Hoorn', 'Amsterdam'),        ('Amsterdam', 'Haarlem'),        ('Heerenveen', 'Lelystad'),        ('Lelystad', 'Amsterdam'); "," Напишите запрос, определяющий все возможные маршруты, которыми можно добраться из города Groningen в город Haarlem, и указывающий полученные результаты в поле с псевдонимом route в следующем формате:  Groningen -> <название промежуточного города> -> ... -> <название промежуточного города> -> Haarlem ",45,7,"with recursive T as  (     select destination_city, convert(concat('Groningen', ' -> ', destination_city), char(500)) as route     from Routes     where source_city = 'Groningen'     union all     select R.destination_city, concat(T.route, ' -> ', R.destination_city)      from T join Routes R on T.destination_city = R.source_city ) select route from T where route like ('%Haarlem')","WITH RECURSIVE Travels AS (     SELECT CONVERT(CONCAT(source_city, ' -> ', destination_city), CHAR(100)) AS route,            destination_city     FROM Routes     WHERE source_city = 'Groningen'      UNION ALL      SELECT CONCAT(Travels.route, ' -> ', Routes.destination_city), Routes.destination_city     FROM Travels     INNER JOIN Routes ON Travels.destination_city = Routes.source_city )  SELECT route FROM Travels WHERE destination_city = 'Haarlem';",
9.8 Рекурсивные CTE,"DROP TABLE IF EXISTS Genealogy; CREATE TABLE Genealogy (     id        INT PRIMARY KEY,     name      VARCHAR(20),     father_id INT,     mother_id INT,     FOREIGN KEY (father_id) REFERENCES Genealogy (id),     FOREIGN KEY (mother_id) REFERENCES Genealogy (id) );  TRUNCATE Genealogy; INSERT INTO Genealogy VALUES (1, 'Maria', NULL, NULL),        (2, 'Tom', NULL, NULL),        (3, 'Robert', NULL, NULL),        (4, 'Claire', NULL, NULL),        (5, 'Jennifer', 2, 1),        (6, 'Sam', 3, 4),        (7, 'James', 6, 5); ","Напишите запрос, извлекающий из предложенной базы данных имена всех членов семьи, а также указывающий для каждого члена его родственное отношение к члену семьи по имени James:  mother — мать father — отец grandmother — бабушка grandfather — дедушка Сам James по отношению к самому себе должен являться сыном — son.  Поле с родственным отношением члена семьи должно иметь псевдоним relationship.  ",70,9,"DROP TABLE IF EXISTS Genealogy; CREATE TABLE Genealogy (     id        INT PRIMARY KEY,     name      VARCHAR(20),     father_id INT,     mother_id INT,     FOREIGN KEY (father_id) REFERENCES Genealogy (id),     FOREIGN KEY (mother_id) REFERENCES Genealogy (id) );  TRUNCATE Genealogy; INSERT INTO Genealogy VALUES (1, 'Maria', NULL, NULL),        (2, 'Tom', NULL, NULL),        (3, 'Robert', NULL, NULL),        (4, 'Claire', NULL, NULL),        (5, 'Jennifer', 2, 1),        (6, 'Sam', 3, 4),        (7, 'James', 6, 5); ","WITH RECURSIVE JamesRelations AS (     SELECT *,            CONVERT('son', CHAR(30)) AS relationship,            0 AS level     FROM Genealogy     WHERE name = 'James'      UNION ALL      SELECT Genealogy.*,            CASE                WHEN JamesRelations.father_id = Genealogy.id AND level = 0 THEN 'father'                WHEN JamesRelations.mother_id = Genealogy.id AND level = 0 THEN 'mother'                WHEN JamesRelations.father_id = Genealogy.id AND level = 1 THEN 'grandfather'                WHEN JamesRelations.mother_id = Genealogy.id AND level = 1 THEN 'grandmother'            END,            level + 1     FROM JamesRelations     INNER JOIN Genealogy ON Genealogy.id = JamesRelations.father_id OR Genealogy.id = JamesRelations.mother_id )  SELECT name, relationship FROM JamesRelations;",
10.1 Переменные ,,"Напишите запрос, который создает пользовательскую переменную с именем variable и присваивает ей в качестве значения строку Hello, World!.",5,1,"set @variable := 'Hello, World!'; ",,
10.1 Переменные ,,"Напишите запрос, который создает пользовательскую переменную с именем number и присваивает ей в качестве значения число 2361822, представленное в двоичной системе счисления.",15,3,"set @number := conv(2361822, 10, 2); ",,
10.1 Переменные ,,"Напишите запрос, который создает пользовательские переменные с именами name, birthdate и pets. В качестве значения переменной name должно быть присвоено Ваше имя, представленное строкой, переменной birthdate — Ваша дата рождения в формате YYYY-MM-DD, переменной pets — количество имеющихся у Вас домашних животных.",10,1,"set @name := 'Kiryl',     @birthdate := '1981-03-29',     @pets := 0","SELECT 'Vasiliy', '1980-01-01', 1          INTO @name, @birthdate, @pets;",
10.1 Переменные ,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40),     rating  INT );  TRUNCATE Directors; INSERT INTO Directors (name, surname, country, rating) VALUES ('Christopher', 'Nolan', 'England', 90),        ('Steven', 'Spielberg', 'USA', 79),        ('Quentin', 'Tarantino', 'USA', 95),        ('Martin', 'Scorsese', 'USA', 68),        ('David', 'Fincher', 'USA', 100),        ('Ridley', 'Scott', 'England', 54),        ('Stanley', 'Kubrick', 'USA', 9),        ('Clint', 'Eastwood', 'USA', 74),        ('James', 'Cameron', 'Canada', 8),        ('Tim', 'Burton', 'USA', 41); ","Напишите запрос, который создает пользовательскую переменную с именем avg_usa_rating и присваивает ей в качестве значения средний рейтинг режиссеров из USA, округленный до 2 знаков после запятой.",10,2,"set @avg_usa_rating := (select round(avg(rating),2) from Directors  where country = 'usa') ;","SELECT ROUND(AVG(rating), 2) INTO @avg_usa_rating FROM Directors WHERE country = 'USA';",
10.1 Переменные ,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40),     rating  INT );  TRUNCATE Directors; INSERT INTO Directors (name, surname, country, rating) VALUES ('Christopher', 'Nolan', 'England', 90),        ('Steven', 'Spielberg', 'USA', 79),        ('Quentin', 'Tarantino', 'USA', NULL),        ('Martin', 'Scorsese', 'USA', 68),        ('David', 'Fincher', 'USA', 100),        ('Ridley', 'Scott', 'England', 54),        ('Stanley', 'Kubrick', 'USA', 9),        ('Clint', 'Eastwood', 'USA', 74),        ('James', 'Cameron', 'Canada', NULL),        ('Tim', 'Burton', 'USA', NULL); "," Напишите запрос, который создает пользовательскую переменную с именем num_of_rated_directors и присваивает ей в качестве значения количество режиссеров, рейтинг которых известен.",10,2,SET @num_of_rated_directors := (SELECT COUNT(*)                                 FROM Directors                                 WHERE rating IS NOT NULL),SELECT COUNT(*) INTO @num_of_rated_directors FROM Directors WHERE rating IS NOT NULL,
10.1 Переменные ,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40),     rating  INT );  TRUNCATE Directors; INSERT INTO Directors (name, surname, country, rating) VALUES ('Christopher', 'Nolan', 'England', 90),        ('Steven', 'Spielberg', 'USA', 79),        ('Quentin', 'Tarantino', 'USA', 95),        ('Martin', 'Scorsese', 'USA', 68),        ('David', 'Fincher', 'USA', 100),        ('Ridley', 'Scott', 'England', 54),        ('Stanley', 'Kubrick', 'USA', 9),        ('Clint', 'Eastwood', 'USA', 74),        ('James', 'Cameron', 'Canada', 8),        ('Tim', 'Burton', 'USA', 41); ","Напишите запрос, который создает пользовательскую переменную с именем min_usa_rating, присваивает ей в качестве значения минимальный рейтинг режиссеров из USA и извлекает значение созданной переменной.",10,2,set @min_usa_rating := (                         select min(rating) from Directors                         where country = 'USA' ) ; select @min_usa_rating as min_usa_rating,SELECT MIN(rating) INTO @min_usa_rating FROM Directors WHERE country = 'USA';  SELECT @min_usa_rating AS min_usa_rating,
10.1 Переменные ,"DROP TABLE IF EXISTS Directors; CREATE TABLE Directors (     id      INT PRIMARY KEY AUTO_INCREMENT,     name    VARCHAR(40),     surname VARCHAR(40),     country VARCHAR(40),     rating  INT );  TRUNCATE Directors; INSERT INTO Directors (name, surname, country, rating) VALUES ('Christopher', 'Nolan', 'England', 90),        ('Steven', 'Spielberg', 'USA', 79),        ('Quentin', 'Tarantino', 'USA', 95),        ('Martin', 'Scorsese', 'USA', 68),        ('David', 'Fincher', 'USA', 100),        ('Ridley', 'Scott', 'England', 54),        ('Stanley', 'Kubrick', 'USA', 9),        ('Clint', 'Eastwood', 'USA', 74),        ('James', 'Cameron', 'Canada', 8),        ('Tim', 'Burton', 'USA', 41); "," Напишите запрос, который создает пользовательские переменные с именами name, surname и rating. В качестве значения переменной name должно быть присвоено имя режиссера из USA с наименьшим рейтингом, переменным surname и rating — фамилия и рейтинг соответственно.",15,3,"SELECT name, surname, rating   INTO @name, @surname, @rating   FROM Directors  WHERE rating = (SELECT MIN(rating)                    FROM Directors                   WHERE country = 'USA')   AND country = 'USA'","set @name := (select name from Directors               where country = 'USA'               order by rating               limit 1); set @surname := (select surname from Directors                  where country = 'USA'                  order by rating                  limit 1); set @rating := (select min(rating) from Directors                  where country = 'USA') ; select @name, @surname, @rating",
10.2 Пользовательские функции. Часть 1 ,,"Реализуйте функцию NON_SPACE_CHARACTERS(), которая принимает один аргумент:  string — строка Функция должна возвращать количество символов в строке string, не являющихся пробелом.",20,3,"delimiter // create function NON_SPACE_CHARACTERS(string text) returns text deterministic  begin   return char_length(replace(string, ' ', '')); end // delimiter;",,
10.2 Пользовательские функции. Часть 1 ,,"Реализуйте функцию SAME_DIGITS(), которая принимает один аргумент:  number — положительное целое число Функция должна возвращать число 1, если число number состоит из одинаковых цифр, или 0 в противном случае.",40,6,"delimiter // create function SAME_DIGITS(number int) returns int deterministic begin   declare unit int;   set unit := left(number, 1);   return if(repeat((unit), char_length(number)) = number, 1, 0); end // delimiter;"," CREATE FUNCTION SAME_DIGITS(number INT) RETURNS INT  RETURN number = REPEAT(LEFT(number, 1), CHAR_LENGTH(number))",
10.2 Пользовательские функции. Часть 1 ,,"Реализуйте функцию CALCULATE(), которая принимает три аргумента в следующем порядке:  a — число с плавающей точкой b — число с плавающей точкой operation — один из четырех символов, определяющих математическую операцию: +, -, * или / Функция должна возвращать значение выражения a operation b.",30,3,"delimiter // create function CALCULATE(a float, b float, operation char(5) ) returns float deterministic begin   return case operation          when '+' then a+b          when '-' then a-b          when '/' then a/b          else a*b          end;            end // delimiter;"," CREATE FUNCTION CALCULATE(a FLOAT, b FLOAT, operation TEXT) RETURNS FLOAT  RETURN CASE operation              WHEN '+' THEN a + b              WHEN '-' THEN a - b              WHEN '*' THEN a * b              WHEN '/' THEN a / b         END;",
10.2 Пользовательские функции. Часть 1 ,,"MIDDLE_POINT() Реализуйте функцию MIDDLE_POINT(), которая принимает четыре аргумента в следующем порядке:  x1 — целое число y1 — целое число x2 — целое число y2 — целое число Функция должна определять координаты точки, являющейся серединой отрезка с концами в точках  ( x 1 ; y 1 ) (x  1 ​  ;y  1 ​  ) и  ( x 2 ; y 2 ) (x  2 ​  ;y  2 ​  ), и возвращать полученный результат в виде строки в следующем формате:  (<координата точки по оси x>; <координата точки по оси y>) ",25,3,"CREATE FUNCTION MIDDLE_POINT(x1 INT, y1 INT, x2 INT, y2 INT) RETURNS TINYTEXT DETERMINISTIC RETURN CONCAT('(', (x1 + x2) / 2, '; ', (y1 + y2) / 2, ')');","delimiter // create function MIDDLE_POINT(x1 int, y1 int, x2 int, y2 int) returns text deterministic  begin   return concat('(', (x1+x2)/2, '; ', (y1+y2)/2, ')')         ; end // delimiter;",
10.2 Пользовательские функции. Часть 1 ,,"Реализуйте функцию LAST_SECOND_DIGIT(), которая принимает один аргумент:  number — положительное целое число Функция должна возвращать вторую по счету цифру числа number с конца. При попытке получить вторую по счету с конца цифру однозначного числа функция LAST_SECOND_DIGIT() должна вернуть значение NULL.",25,3,"DELIMITER // CREATE FUNCTION LAST_SECOND_DIGIT(number INT) RETURNS INT DETERMINISTIC BEGIN     RETURN IF(CHAR_LENGTH(number) > 1, SUBSTRING(number, -2, 1), NULL); END // DELIMITER ;","CREATE FUNCTION LAST_SECOND_DIGIT(number INT UNSIGNED) RETURNS INT DETERMINISTIC COMMENT 'Функция должна возвращать вторую по счету цифру числа number с конца' RETURN (SELECT IF(number>9,number DIV 10 MOD 10,NULL));",
10.2 Пользовательские функции. Часть 1 ,,"Функция SOLVE() Квадратный трехчлен – это многочлен вида  a x 2 + b x + c ax  2  +bx+c, где  a ≠ 0 a  =0. Например: x 2 + 1 x 2 − 5 x + 6 x  2  +1 x  2  −5x+6 Значение переменной  x x, при котором квадратный трехчлен обращается в ноль, называют его корнем. Квадратный трехчлен может иметь один корень, два корня или вовсе не иметь корней. Корни квадратного трехчлена, если они существуют, находятся по формуле: x 1 , 2 = − b ± b 2 − 4 a c 2 a x  1,2 ​  =  2a −b±  b  2  −4ac ​   ​   Реализуйте функцию SOLVE(), которая принимает три аргумента в следующем порядке:  a — целое число, коэффициент  a a квадратного трехчлена b — целое число, коэффициент  b b квадратного трехчлена c — целое число, коэффициент  c c квадратного трехчлена Функция должна возвращать корень многочлена с коэффициентами a, b и c. Если многочлен с переданными коэффициентами имеет два корня, функция SOLVE() должна вернуть меньший из них, если не имеет корней — значение NULL.  Тестовые данные Примечание 1. В качестве типов параметров функции, типа возвращаемого значения и типов переменных допустимо использовать любые согласованные с условием задачи типы данных.",50,5,"delimiter // create function SOLVE(a int, b int, c int) returns double deterministic begin   declare x1 double;   declare x2 double;   set x1 := (-b-sqrt(pow(b, 2)-4*a*c))/(2*a);   set x2 := (-b+sqrt(pow(b, 2)-4*a*c))/(2*a);   return if(x1 < x2, x1, x2);    end // delimiter;","CREATE FUNCTION SOLVE(a INT, b INT, c INT) RETURNS FLOAT DETERMINISTIC      RETURN (IF(a = 0, NULL, LEAST((-b-SQRT(b*b-4*a*c))/(2*a), (-b+SQRT(b*b-4*a*c))/(2*a))))",
10.2 Пользовательские функции. Часть 1 ,"DROP TABLE IF EXISTS Orders; CREATE TABLE Orders (     id         INT PRIMARY KEY AUTO_INCREMENT,     store      VARCHAR(40),     order_date DATE,     amount     INT );  INSERT INTO Orders (store, amount) VALUES ('Ozon', 101),        ('PCUniverse', 799),        ('PCUniverse', 99),        ('DarkStore', 99),        ('DarkStore', 1015),        ('Ozon', 678),        ('PCUniverse', 858),        ('Ozon', 458),        ('Ozon', 801),        ('DarkStore', 325); ","Реализуйте функцию TOTAL(), которая принимает один аргумент:  store_name — строка, название магазина Функция должна возвращать общую сумму, которую заработал магазин с названием store_name.",15,3,delimiter // create function TOTAL(store_name text) returns int not deterministic reads sql data begin   return (select sum(amount) from Orders           group by store           having store = store_name); end // delimiter;,CREATE FUNCTION TOTAL(store_name TEXT) RETURNS INT RETURN (SELECT SUM(amount) FROM Orders         WHERE store = store_name);,
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию POSITIVE_SUM(), которая принимает три аргумента в следующем порядке:  a — целое число b — целое число c — целое число Функция должна выбирать из чисел a, b и c положительные и возвращать их сумму. Если ни одно из переданных в функцию чисел не является положительным, функция должна вернуть число 0.",30,5,"delimiter // create function POSITIVE_SUM(a int, b int, c int) returns int deterministic begin   if a > 0 then set a := a;   else set a := 0;   end if;   if b > 0 then set b := b;   else set b := 0;   end if;   if c > 0 then set c := c;   else set c := 0;   end if;   return a+b+c; end // delimiter;","CREATE FUNCTION POSITIVE_SUM(a INT, b INT, c INT) RETURNS INT DETERMINISTIC BEGIN     DECLARE result INT DEFAULT 0;     IF a > 0 THEN         SET result := result + a;     END IF;     IF b > 0 THEN         SET result := result + b;     END IF;     IF c > 0 THEN         SET result := result + c;     END IF;     RETURN result; END; ","create function POSITIVE_SUM(a int, b int, c int) returns int return greatest(a, 0) + greatest(b, 0) + greatest(c, 0);"
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию IS_DIGIT(), которая принимает один аргумент:  string — строка Функция должна возвращать число 1, если строка string состоит исключительно из цифровых символов, или 0 в противном случае.",40,6,"delimiter // create function IS_DIGIT(string char(50)) returns int deterministic begin    while left(string, 1) between '0' and '9' do    set string := substring(string, 2);    end while;    if string like '' then return 1;    end if;    return 0; end //    delimiter;","CREATE FUNCTION IS_DIGIT(string TEXT) RETURNS INT DETERMINISTIC BEGIN     WHILE CHAR_LENGTH(string) > 0 DO         IF LEFT(string, 1) NOT BETWEEN '0' AND '9' THEN             RETURN 0;         end if;     SET string := MID(string, 2);     end while;     RETURN 1; END;",
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию SUM_OF_FIRST_DIGITS(), которая принимает один аргумент:  string — строка Функция должна суммировать все цифровые символы в строке string слева направо до тех пор, пока не встретится хотя бы один нецифровой символ, и возвращать полученный результат. Если переданная в функцию строка начинается с нецифрового символа, функция должна вернуть число 0.",50,7,"delimiter // create function SUM_OF_FIRST_DIGITS(string text) returns int deterministic begin   declare summ int default 0;   while left(string, 1) between '0' and '9' do   set summ := summ + left(string, 1);   set string := substring(string, 2);   end while;   return summ; end // delimiter;"," CREATE FUNCTION SUM_OF_FIRST_DIGITS(string TEXT) RETURNS INT DETERMINISTIC BEGIN     DECLARE ind INT DEFAULT 1;     DECLARE symbol CHAR;     DECLARE result INT DEFAULT 0;     WHILE ind <= CHAR_LENGTH(string) DO         SET symbol := SUBSTRING(string, ind, 1);         IF symbol IN ('0', '1', '2', '3', '4', '5', '6', '7', '8', '9') THEN             SET result := result + CAST(symbol AS UNSIGNED);         ELSE             RETURN result;         END IF;         SET ind := ind + 1;     END WHILE;      RETURN result; END;    ",
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию SWAPCASE(), которая принимает один аргумент:  string — строка Функция должна заменять в строке string регистр всех буквенных символов на противоположный и возвращать полученный результат.",60,8,"delimiter // create function SWAPCASE(string text) returns text deterministic begin   declare n int default 1;   declare r text default '';   declare let text default substring(string, 1, 1);   declare res text default '';   while char_length(string) >= n do     if let like binary upper(let) then set r := lower(let);     elseif let like binary lower(let) then set r := upper(let);     end if;        set n := n + 1;    set let := substring(string, n, 1);    set res := concat(res, r);   end while;   return res;  end // delimiter;  select SWAPCASE('123BeEgEeK')  "," CREATE FUNCTION SWAPCASE(string TEXT) RETURNS TEXT DETERMINISTIC BEGIN     DECLARE ind INT DEFAULT 1;     DECLARE symbol CHAR;     DECLARE result TEXT DEFAULT '';     WHILE ind <= CHAR_LENGTH(string) DO         SET symbol := SUBSTRING(string, ind, 1);         IF BINARY symbol = LOWER(symbol) THEN             SET result := CONCAT(result, UPPER(symbol));         ELSE             SET result := CONCAT(result, LOWER(symbol));         END IF;         SET ind := ind + 1;     END WHILE;      RETURN result; END;",
10.3 Пользовательские функции. Часть 2 ,,"Функция MIN_DIGIT() Реализуйте функцию MIN_DIGIT(), которая принимает один аргумент:  number — положительное целое число Функция должна возвращать минимальную цифру числа number.",50,8,"delimiter // create function MIN_DIGIT(number char(50)) returns int deterministic begin    declare ind int default char_length(number);   declare pos int default substring(number, 1, 1);   declare mini int default 9;      while ind >= 1 do    if pos < mini then set mini := pos;    else set mini := mini;    end if;   set pos := substring(number, ind, 1);   set ind := ind - 1;   end while;      return mini; end // delimiter;       ",CREATE FUNCTION MIN_DIGIT(number INT)     RETURNS TINYINT BEGIN     DECLARE result TINYINT;     SET result = 9;      WHILE number > 0 DO         IF number MOD 10 < result THEN             SET result = number MOD 10;         END IF;                  SET number = number DIV 10;     END WHILE;      RETURN result; END;," CREATE FUNCTION MIN_DIGIT(number INT) RETURNS INT DETERMINISTIC BEGIN     DECLARE ind INT DEFAULT 1;     DECLARE symbol CHAR;     DECLARE result INT DEFAULT 9;     WHILE ind <= CHAR_LENGTH(number) DO         SET symbol := SUBSTRING(number, ind, 1);         IF symbol < result THEN             SET result := symbol;         END IF;         SET ind := ind + 1;     END WHILE;      RETURN result; END;"
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию FACTORIAL(), которая принимает один аргумент:  n — положительное целое число Функция должна возвращать произведение всех целых чисел от 1 до n включительно.",30,6,delimiter // create function FACTORIAL(n int) returns int deterministic begin    declare pos int default 1;   declare result int default 1;      while pos <= n do     set result := pos * result;          set pos := pos + 1;   end while;   return result; end // delimiter;, CREATE FUNCTION FACTORIAL(n INT) RETURNS INT DETERMINISTIC BEGIN      DECLARE res INT DEFAULT 1;     WHILE n > 1 DO         SET res := res * n;         SET n := n - 1;     END WHILE;             RETURN res; END ;,
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию SUM_OF_MID_DIGITS(), которая принимает один аргумент:  number — положительное целое число Функция должна возвращать сумму цифр числа number, не учитывая первую и последнюю цифры. Если переданное в функцию число является однозначным или двузначным, функция должна вернуть число 0.",40,7,"delimiter // create function SUM_OF_MID_DIGITS(number int) returns int deterministic begin   declare pos int default 1;   declare dig int default substring(number, 1, 1);   declare res int default 0;      while pos < (char_length(number)-1) do   set pos := pos + 1;   set dig := substring(number, pos, 1);   set res := res + dig;   end while;      return res; end // delimiter;                                         ",DELIMITER // CREATE FUNCTION SUM_OF_MID_DIGITS(number INT)     RETURNS INT     DETERMINISTIC BEGIN     DECLARE total INT DEFAULT 0;     WHILE number > 99 DO         SET number := number DIV 10;         SET total := total + number % 10;     END WHILE;             RETURN total; END // DELIMITER ;,
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию COMPARE_TWO_NUMBERS(), которая принимает два аргумента в следующем порядке:  a — целое число b — целое число Функция должна выполнять сравнение чисел a и b и возвращать:  строку вида <число a> < <число b>, если число a меньше числа b строку вида <число a> > <число b>, если число a больше числа b строку вида <число a> = <число b>, если число a равно числу b",25,4,"delimiter // create function COMPARE_TWO_NUMBERS(a int, b int) returns text deterministic begin   if a < b   then return concat(a, ' < ', b);   elseif a > b   then return concat(a, ' > ', b);   elseif a = b   then return concat(a, ' = ', b);   end if; end // delimiter;","CREATE FUNCTION COMPARE_TWO_NUMBERS(a INT,b INT) RETURNS TEXT DETERMINISTIC RETURN CASE           WHEN a > b THEN CONCAT(a,' > ',b)           WHEN a = b THEN CONCAT(a,' = ',b)           ELSE CONCAT(a,' < ',b) END;",
10.3 Пользовательские функции. Часть 2 ,,"Реализуйте функцию DIGITAL_ROOT(), которая принимает один аргумент:  number — положительное целое число Функция должна возвращать цифровой корень числа number.",60,8,"delimiter // create function DIGITAL_ROOT(number int) returns int deterministic begin    declare pos int default 1;   declare res int default substring(number, 1, 1);   while pos <= char_length(number) do   set pos := pos + 1;   set res := res + substring(number, pos, 1);   end while;   set res := substring(res, 1, 1) + substring(res, 2, 1);   if res < 10    then return res;    else return (substring(res, 1, 1) + substring(res, 2, 1));     end if;   end // delimiter;",DELIMITER // CREATE FUNCTION DIGITAL_ROOT(number INT) RETURNS INT DETERMINISTIC BEGIN     DECLARE result INT DEFAULT 0;     WHILE number > 0 DO         SET result := result + number MOD 10;         SET number := number DIV 10;         IF number = 0 AND result >= 10 THEN             SET number := result;             SET result := 0;         END IF;     END WHILE;     RETURN result; END // DELIMITER ; ,
10.3 Пользовательские функции. Часть 2 ,," Реализуйте функцию REPEAT_AFTER_ME(), которая принимает два аргумента в следующем порядке:  delimiter — строка n — положительное целое число Функция должна возвращать строку, сформированную следующим образом:  0 <delimiter> 1 <delimiter> 2 <delimiter> 3 <delimiter> ... <delimiter> n Строка должна содержать последовательные целые числа от 0 до n, между которыми заключена строка delimiter.",60,7,"delimiter // create function REPEAT_AFTER_ME(delimiter text, n int) returns text deterministic comment 'как вс_конкат' begin   declare num int default 0;   declare res text default '0';   while num < n do    set num := num + 1;    set res := concat(res,  ' ', delimiter, ' ', num);   end while;   return res; end // delimiter;",,
10.4 Хранимые процедуры ,"DROP TABLE IF EXISTS Orders; CREATE TABLE Orders (     id     INT PRIMARY KEY AUTO_INCREMENT,     store  VARCHAR(40),     amount INT );  INSERT INTO Orders (store, amount) VALUES ('Ozon', 101),        ('PCUniverse', 799),        ('PCUniverse', 99),        ('DarkStore', 99),        ('DarkStore', 1015),        ('Ozon', 678),        ('PCUniverse', 858),        ('Ozon', 458),        ('Ozon', 801),        ('DarkStore', 325),        ('Gloria Jeans', 811),        ('Mvideo', 422),        ('Mvideo', 667),        ('Gloria Jeans', 83),        ('Gloria Jeans', 1500),        ('Ozon', 242),        ('PCUniverse', 679),        ('Gloria Jeans', 328),        ('Ozon', 1),        ('DarkStore', 42),        ('PCUniverse', 189),        ('Gloria Jeans', 317),        ('DarkStore', 522),        ('Mvideo', 10),        ('Gloria Jeans', 400); ","Реализуйте процедуру SHOW_TOP_SELLERS(), которая не принимает никаких аргументов. Процедура должна извлекать из предложенной базы данных названия трех магазинов с наибольшей общей суммой продаж.",20,3,delimiter // create procedure SHOW_TOP_SELLERS() not deterministic begin   select store from Orders   group by store   order by sum(amount) desc   limit 3; end // delimiter; call SHOW_TOP_SELLERS,DELIMITER // CREATE PROCEDURE SHOW_TOP_SELLERS() BEGIN     SELECT store     FROM Orders     GROUP BY store     ORDER BY SUM(amount) DESC     LIMIT 3; END // DELIMITER ;,CREATE PROCEDURE SHOW_TOP_SELLERS()         SELECT store     FROM Orders     GROUP BY store     ORDER BY SUM(amount) DESC     LIMIT 3;
10.4 Хранимые процедуры ,"DROP TABLE IF EXISTS Orders; CREATE TABLE Orders (     id     INT PRIMARY KEY AUTO_INCREMENT,     store  VARCHAR(40),     amount INT );  INSERT INTO Orders (store, amount) VALUES ('Ozon', 101),        ('PCUniverse', 799),        ('PCUniverse', NULL),        (NULL, NULL),        ('DarkStore', 1015),        ('Ozon', 678),        ('PCUniverse', NULL),        (NULL, 458),        ('Ozon', 801),        (NULL, 325),        ('Gloria Jeans', 811),        (NULL, 422),        ('Mvideo', 667),        ('Gloria Jeans', 83),        (NULL, 1500),        ('Ozon', 242),        ('PCUniverse', NULL),        ('Gloria Jeans', 328),        ('Ozon', 1),        ('DarkStore', NULL),        ('PCUniverse', 189),        ('Gloria Jeans', 317),        ('DarkStore', 822),        (NULL, 10),        ('Gloria Jeans', 400); "," Реализуйте процедуру DELETE_UNKNOWN_ORDERS(), которая не принимает никаких аргументов. Процедура должна удалять из таблицы Orders заказы, которые были совершены в неизвестном магазине или на неизвестную сумму.",20,2,delimiter // create procedure DELETE_UNKNOWN_ORDERS() not deterministic begin   delete from Orders   where store is null or amount is null; end // delimiter; call DELETE_UNKNOWN_ORDERS;,CREATE PROCEDURE DELETE_UNKNOWN_ORDERS()     DELETE FROM Orders     WHERE store IS NULL OR amount IS NULL;,
10.4 Хранимые процедуры ,"DROP TABLE IF EXISTS Orders; CREATE TABLE Orders (     id     INT PRIMARY KEY AUTO_INCREMENT,     store  VARCHAR(40),     amount INT );  INSERT INTO Orders (store, amount) VALUES ('Ozon', 101),        ('PCUniverse', 799),        ('PCUniverse', 99),        ('DarkStore', 99),        ('DarkStore', 1015),        ('Ozon', 678),        ('PCUniverse', 858),        ('Ozon', 458),        ('Ozon', 801),        ('DarkStore', 325),        ('Gloria Jeans', 811),        ('Mvideo', 422),        ('Mvideo', 667),        ('Gloria Jeans', 83),        ('Gloria Jeans', 1500),        ('Ozon', 242),        ('PCUniverse', 679),        ('Gloria Jeans', 328),        ('Ozon', 1),        ('DarkStore', 42),        ('PCUniverse', 189),        ('Gloria Jeans', 317),        ('DarkStore', 822),        ('Mvideo', 10),        ('Gloria Jeans', 400); "," Реализуйте процедуру ORDERS_STATISTICS(), которая не принимает никаких аргументов. Процедура должна определять количество совершенных на маркетплейсе заказов, а также среднюю сумму заказа и указывать полученные значения в полях с псевдонимами orders_count и avg_order_amount соответственно.",15,2,"delimiter // create procedure ORDERS_STATISTICS() not deterministic begin   select count(*) as orders_count, avg(amount) as avg_order_amount from Orders   ; end // delimiter; call ORDERS_STATISTICS()","CREATE PROCEDURE ORDERS_STATISTICS() select count(*) ""orders_count"", avg(amount) ""avg_order_amount"" from Orders;",
